Date,SPX Return,Time to Maturity in Year,Delta,Implied Volatility Change
20140708,0.004644268,3.564,0.69027,-0.001543
20140708,0.004644268,2.112,0.514984,-0.000992
20140708,0.004644268,0.292,0.059168,-0.000386
20140708,0.004644268,0.176,0.320504,-0.002521
20140708,0.004644268,0.064,0.82763,-0.006358
20140708,0.004644268,2.112,0.116379,-0.0015
20140708,0.004644268,0.064,0.6762,-0.007231
20140708,0.004644268,2.112,0.6861,-0.00172
20140708,0.004644268,0.064,0.372053,-0.00486
20140708,0.004644268,0.404,0.141245,-0.002329
20140708,0.004644268,0.7,0.259475,-0.001839
20140708,0.004644268,0.204,0.108698,-0.003503
20140708,0.004644268,0.7,0.148425,-0.002229
20140708,0.004644268,2.836,0.325177,-0.001022
20140708,0.004644268,1.38,0.923904,-0.005283
20140708,0.004644268,1.016,0.544616,-0.002317
20140708,0.004644268,2.836,0.254216,-0.000983
20140708,0.004644268,0.176,0.706514,-0.003243
20140708,0.004644268,1.38,0.808847,-0.002606
20140708,0.004644268,0.12,0.54371,-0.003834
20140708,0.004644268,3.564,0.858097,-0.00374
20140708,0.004644268,3.564,0.41735,-0.000601
20140708,0.004644268,0.176,0.907967,-0.007617
20140708,0.004644268,0.768,0.88617,-0.004011
20140708,0.004644268,0.092,0.792289,-0.005493
20140708,0.004644268,3.564,0.71832,-0.00176
20140708,0.004644268,0.152,0.835925,-0.005655
20140708,0.004644268,0.656,0.90086,-0.004516
20140708,0.004644268,2.112,0.405946,-0.001
20140708,0.004644268,2.112,0.937051,-0.007747
20140708,0.004644268,0.176,0.582121,-0.003106
20140708,0.004644268,1.38,0.754102,-0.002434
20140708,0.004644268,3.564,0.818601,-0.002909
20140708,0.004644268,0.152,0.201316,-0.003083
20140708,0.004644268,2.22,0.924784,-0.006535
20140708,0.004644268,0.7,0.508769,-0.002001
20140708,0.004644268,1.016,0.585629,-0.002491
20140708,0.004644268,0.152,0.878298,-0.006601
20140708,0.004644268,0.204,0.573738,-0.002946
20140709,-0.004131072,2.832,0.356284,0.000132
20140709,-0.004131072,0.172,0.907882,0.011616
20140709,-0.004131072,0.4,0.918895,0.007669
20140709,-0.004131072,0.088,0.826351,0.009614
20140709,-0.004131072,0.172,0.912444,0.011523
20140709,-0.004131072,0.088,0.919232,0.012049
20140709,-0.004131072,0.2,0.81028,0.007308
20140709,-0.004131072,0.4,0.555198,0.004781
20140709,-0.004131072,0.764,0.946603,0.006123
20140709,-0.004131072,0.288,0.098524,0.004055
20140709,-0.004131072,0.172,0.895875,0.010778
20140709,-0.004131072,0.4,0.222534,0.003035
20140709,-0.004131072,2.108,0.444759,0.001209
20140709,-0.004131072,0.764,0.410504,0.002351
20140709,-0.004131072,3.56,0.505156,-0.000295
20140709,-0.004131072,0.4,0.874352,0.007237
20140709,-0.004131072,0.652,0.589324,0.003519
20140709,-0.004131072,0.652,0.686073,0.004007
20140709,-0.004131072,0.288,0.07374,0.003685
20140709,-0.004131072,2.216,0.802577,0.001613
20140709,-0.004131072,2.832,0.307355,-0.000249
20140709,-0.004131072,2.108,0.630425,0.00166
20140709,-0.004131072,0.652,0.726445,0.0042
20140709,-0.004131072,2.108,0.90368,0.001311
20140709,-0.004131072,1.012,0.420949,0.002162
20140709,-0.004131072,2.216,0.81527,0.001688
20140709,-0.004131072,0.2,0.256388,0.004528
20140709,-0.004131072,2.832,0.799201,0.001497
20140709,-0.004131072,0.06,0.879837,0.014146
20140709,-0.004131072,1.376,0.310723,0.001258
20140709,-0.004131072,0.148,0.650014,0.007888
20140709,-0.004131072,2.832,0.747351,0.000903
20140709,-0.004131072,0.172,0.497953,0.005842
20140709,-0.004131072,0.288,0.807393,0.007037
20140709,-0.004131072,0.172,0.805278,0.007811
20140709,-0.004131072,1.376,0.508713,0.001679
20140709,-0.004131072,0.06,0.930068,0.016602
20140709,-0.004131072,0.328,0.15282,0.003651
20140709,-0.004131072,2.108,0.385213,0.000855
20140709,-0.004131072,0.148,0.501325,0.006598
20140709,-0.004131072,0.172,0.084135,0.004941
20140709,-0.004131072,2.832,0.928633,0.000861
20140709,-0.004131072,0.088,0.911046,0.014207
20140709,-0.004131072,1.012,0.370724,0.001896
20140709,-0.004131072,2.832,0.589867,0.000953
20140709,-0.004131072,2.108,0.854968,0.001539
20140709,-0.004131072,0.088,0.465819,0.00644
20140709,-0.004131072,2.108,0.479675,0.001189
20140709,-0.004131072,0.172,0.882029,0.010232
20140709,-0.004131072,0.652,0.792826,0.00481
20140709,-0.004131072,1.42,0.508042,0.001255
20140709,-0.004131072,3.56,0.761743,0.001839
20140709,-0.004131072,0.2,0.857511,0.00878
20140709,-0.004131072,1.012,0.897939,0.004713
20140709,-0.004131072,0.4,0.947043,0.009441
20140709,-0.004131072,2.832,0.924687,0.000915
20140709,-0.004131072,0.288,0.840307,0.007678
20140709,-0.004131072,2.832,0.283366,-0.000206
20140709,-0.004131072,2.216,0.876076,0.001755
20140709,-0.004131072,0.764,0.915008,0.006031
20140709,-0.004131072,1.376,0.935384,0.004527
20140709,-0.004131072,1.42,0.692069,0.002165
20140709,-0.004131072,0.4,0.803171,0.005779
20140709,-0.004131072,0.564,0.837934,0.006297
20140709,-0.004131072,2.108,0.7321,0.001887
20140709,-0.004131072,0.328,0.848137,0.00717
20140709,-0.004131072,0.116,0.425722,0.005237
20140709,-0.004131072,0.452,0.615667,0.003857
20140709,-0.004131072,0.328,0.316638,0.003604
20140709,-0.004131072,1.376,0.163124,0.000561
20140709,-0.004131072,0.2,0.548554,0.005312
20140709,-0.004131072,0.148,0.145007,0.005835
20140709,-0.004131072,0.288,0.911936,0.00878
20140709,-0.004131072,2.216,0.904442,0.001638
20140709,-0.004131072,2.108,0.119396,0.000471
20140709,-0.004131072,1.42,0.796615,0.00231
20140709,-0.004131072,0.116,0.845853,0.010058
20140709,-0.004131072,0.116,0.07279,0.005112
20140709,-0.004131072,0.172,0.696146,0.006582
20140709,-0.004131072,0.2,0.893158,0.01038
20140709,-0.004131072,1.42,0.920819,0.006481
20140709,-0.004131072,2.832,0.380954,0.000137
20140709,-0.004131072,0.696,0.914614,0.005244
20140709,-0.004131072,0.328,0.898424,0.007368
20140709,-0.004131072,0.4,0.692919,0.005756
20140709,-0.004131072,0.2,0.935052,0.014674
20140709,-0.004131072,0.764,0.286996,0.002152
20140709,-0.004131072,0.088,0.872167,0.011269
20140709,-0.004131072,0.288,0.867335,0.007687
20140709,-0.004131072,0.116,0.806764,0.009362
20140709,-0.004131072,1.376,0.909424,0.003676
20140709,-0.004131072,0.452,0.832391,0.005538
20140709,-0.004131072,1.376,0.743443,0.002335
20140709,-0.004131072,0.328,0.737354,0.005653
20140709,-0.004131072,1.376,0.132915,0.000771
20140709,-0.004131072,0.06,0.912664,0.015735
20140709,-0.004131072,0.088,0.931631,0.012844
20140709,-0.004131072,0.696,0.751697,0.003901
20140709,-0.004131072,1.056,0.92987,0.004879
20140709,-0.004131072,0.288,0.647025,0.006407
20140710,0.001470922,0.648,0.45184,-0.002956
20140710,0.001470922,3.556,0.292631,-0.000112
20140710,0.001470922,2.104,0.521713,-0.001585
20140710,0.001470922,0.056,0.934934,-0.00686
20140710,0.001470922,0.112,0.11766,-0.006664
20140710,0.001470922,0.448,0.130341,-0.003062
20140710,0.001470922,0.196,0.130332,-0.005052
20140710,0.001470922,2.828,0.904309,-0.001455
20140710,0.001470922,0.396,0.603244,-0.002594
20140710,0.001470922,2.212,0.923513,-0.001413
20140710,0.001470922,2.212,0.907915,-0.001107
20140710,0.001470922,0.224,0.93967,0.00228
20140710,0.001470922,0.168,0.928253,-0.008305
20140710,0.001470922,2.828,0.061088,-0.000613
20140710,0.001470922,0.648,0.537174,-0.002187
20140710,0.001470922,0.056,0.901012,-0.004316
20140710,0.001470922,0.448,0.815315,-0.003419
20140710,0.001470922,0.168,0.692217,-0.004452
20140710,0.001470922,0.396,0.856706,-0.004553
20140710,0.001470922,0.284,0.909442,-0.005857
20140710,0.001470922,0.324,0.819866,-0.003562
20140710,0.001470922,0.084,0.932781,-0.006488
20140710,0.001470922,0.224,0.504647,-0.003589
20140710,0.001470922,0.324,0.742999,-0.003164
20140710,0.001470922,1.416,0.920533,-0.005533
20140710,0.001470922,0.112,0.93183,-0.008232
20140710,0.001470922,0.812,0.507938,-0.002407
20140710,0.001470922,0.692,0.389657,-0.002606
20140710,0.001470922,0.224,0.194072,-0.004362
20140710,0.001470922,2.828,0.938306,-0.002476
20140710,0.001470922,2.212,0.844466,-0.00099
20140710,0.001470922,3.556,0.837833,-0.001266
20140710,0.001470922,0.692,0.926194,0.005851
20140710,0.001470922,1.416,0.941414,-0.005748
20140710,0.001470922,0.112,0.889444,-0.004676
20140710,0.001470922,0.144,0.381454,-0.004974
20140710,0.001470922,3.556,0.416576,0.000119
20140710,0.001470922,2.212,0.380352,-0.00083
20140710,0.001470922,0.224,0.911087,-0.006925
20140710,0.001470922,1.052,0.656286,-0.001845
20140710,0.001470922,1.416,0.806238,-0.001778
20140710,0.001470922,0.112,0.90978,-0.006564
20140710,0.001470922,1.052,0.924277,0.00063
20140710,0.001470922,0.692,0.700835,-0.002838
20140710,0.001470922,1.416,0.751356,-0.001767
20140710,0.001470922,0.324,0.11047,-0.004004
20140710,0.001470922,1.052,0.687583,-0.002467
20140710,0.001470922,2.104,0.317022,-0.001535
20140710,0.001470922,1.416,0.932104,-0.005188
20140710,0.001470922,0.168,0.562969,-0.003556
20140710,0.001470922,2.104,0.945923,-0.007895
20140710,0.001470922,0.056,0.885303,-0.00582
20140710,0.001470922,2.212,0.901888,-0.001119
20140710,0.001470922,2.828,0.885872,-0.00151
20140710,0.001470922,0.324,0.632377,-0.003255
20140710,0.001470922,1.052,0.89483,-0.004361
20140710,0.001470922,0.196,0.923852,-0.013126
20140710,0.001470922,0.168,0.934738,-0.008734
20140710,0.001470922,0.168,0.881529,-0.006371
20140710,0.001470922,3.556,0.557101,0.000153
20140710,0.001470922,0.324,0.833248,-0.003976
20140710,0.001470922,0.112,0.178015,-0.006568
20140710,0.001470922,2.104,0.471397,-0.001492
20140710,0.001470922,3.556,0.374211,0.000612
20140710,0.001470922,2.828,0.494708,-0.000645
20140710,0.001470922,2.828,0.846764,-0.001211
20140710,0.001470922,0.144,0.776236,-0.003525
20140710,0.001470922,0.56,0.865848,-0.006881
20140710,0.001470922,2.212,0.409325,-0.000926
20140710,0.001470922,2.212,0.719869,-0.001683
20140710,0.001470922,0.056,0.933259,-0.004251
20140710,0.001470922,0.284,0.458746,-0.003219
20140710,0.001470922,0.396,0.917482,-0.005506
20140710,0.001470922,0.284,0.837701,-0.004373
20140710,0.001470922,0.692,0.261141,-0.002804
20140710,0.001470922,0.144,0.081859,-0.00495
20140710,0.001470922,0.196,0.600364,-0.004576
20140710,0.001470922,0.196,0.341584,-0.004271
20140710,0.001470922,0.112,0.900004,-0.006755
20140710,0.001470922,2.212,0.322373,-0.000872
20140710,0.001470922,0.56,0.683342,-0.002959
20140710,0.001470922,0.812,0.681934,-0.002542
20140710,0.001470922,1.416,0.422323,-0.001635
20140710,0.001470922,2.104,0.622603,-0.001587
20140710,0.001470922,0.396,0.142672,-0.003197
20140710,0.001470922,0.168,0.87504,-0.00631
20140710,0.001470922,0.76,0.216025,-0.002217
20140710,0.001470922,2.104,0.931838,-0.00577
20140710,0.001470922,2.104,0.828758,-0.001943
20140710,0.001470922,2.104,0.774621,-0.001966
20140710,0.001470922,3.556,0.885831,-0.001606
20140710,0.001470922,0.168,0.795203,-0.004468
20140710,0.001470922,0.324,0.908396,-0.004701
20140710,0.001470922,0.144,0.927379,-0.006684
20140710,0.001470922,0.084,0.626566,-0.005295
20140710,0.001470922,0.284,0.749763,-0.002906
20140710,0.001470922,0.224,0.853962,-0.005472
20140710,0.001470922,0.692,0.905993,0.006086
20140710,0.001470922,0.112,0.807067,-0.005195
20140710,0.001470922,0.324,0.22956,-0.003515
20140711,0.004843553,0.756,0.815794,-0.001901
20140711,0.004843553,0.392,0.731871,-0.002568
20140711,0.004843553,3.552,0.783142,-0.001819
20140711,0.004843553,0.22,0.902523,-0.000352
20140711,0.004843553,2.208,0.550342,0.000117
20140711,0.004843553,0.22,0.792063,-0.000163
20140711,0.004843553,1.048,0.795627,-0.001914
20140711,0.004843553,3.552,0.218438,-0.000762
20140711,0.004843553,0.08,0.905853,0.004986
20140711,0.004843553,0.32,0.69949,-0.001298
20140711,0.004843553,0.108,0.424553,-5.00E-05
20140711,0.004843553,1.368,0.384254,-0.00046
20140711,0.004843553,0.14,0.501306,0.001545
20140711,0.004843553,1.412,0.712475,-0.001448
20140711,0.004843553,0.164,0.878676,-0.000468
20140711,0.004843553,2.1,0.468853,-0.001667
20140711,0.004843553,2.824,0.894525,-0.003744
20140711,0.004843553,0.688,0.849574,0.000655
20140711,0.004843553,3.552,0.903252,-0.003064
20140711,0.004843553,0.14,0.138478,0.000749
20140711,0.004843553,0.756,0.887771,-0.003056
20140711,0.004843553,2.1,0.921552,-0.002758
20140711,0.004843553,0.28,0.447026,-0.001163
20140711,0.004843553,1.368,0.224011,-0.000559
20140711,0.004843553,1.048,0.079445,-0.001107
20140711,0.004843553,2.1,0.289155,-0.000186
20140711,0.004843553,0.08,0.074976,0.00089
20140711,0.004843553,0.22,0.542822,-0.000172
20140711,0.004843553,0.22,0.886925,-0.0004
20140711,0.004843553,0.28,0.326487,-0.000652
20140711,0.004843553,0.556,0.693047,-0.000877
20140711,0.004843553,0.688,0.327602,-0.000697
20140711,0.004843553,0.28,0.869691,-0.001834
20140711,0.004843553,0.28,0.423701,-0.001129
20140711,0.004843553,0.644,0.837965,-0.002473
20140711,0.004843553,0.192,0.198363,-0.000487
20140711,0.004843553,2.1,0.519876,-0.001913
20140711,0.004843553,2.208,0.825225,-0.002372
20140711,0.004843553,0.32,0.928437,-0.003112
20140711,0.004843553,1.004,0.594199,-0.002445
20140711,0.004843553,0.32,0.845076,-0.002237
20140711,0.004843553,0.22,0.089029,-0.001251
20140711,0.004843553,1.048,0.220153,-0.000612
20140711,0.004843553,0.108,0.899414,0.000363
20140711,0.004843553,0.556,0.525263,-0.000859
20140711,0.004843553,0.644,0.893946,-0.003188
20140711,0.004843553,0.14,0.240379,0.000234
20140711,0.004843553,0.644,0.189808,-0.001182
20140711,0.004843553,1.412,0.865799,-0.002538
20140711,0.004843553,0.556,0.735742,-0.001187
20140711,0.004843553,0.108,0.871278,7.90E-05
20140711,0.004843553,2.824,0.302768,7.30E-05
20140711,0.004843553,2.1,0.20509,-0.000271
20140711,0.004843553,0.32,0.615135,-0.000764
20140711,0.004843553,2.824,0.401056,0.000296
20140711,0.004843553,0.28,0.863528,-0.001943
20140711,0.004843553,0.28,0.916675,0.004461
20140711,0.004843553,0.32,0.907155,-0.002371
20140711,0.004843553,3.552,0.876183,-0.002749
20140711,0.004843553,2.824,0.933125,-0.004572
20140711,0.004843553,0.28,0.89088,-0.003642
20140711,0.004843553,0.556,0.162814,-0.001077
20140711,0.004843553,2.824,0.849268,-0.003387
20140711,0.004843553,0.444,0.895955,0.006323
20140711,0.004843553,0.28,0.109699,-0.000749
20140711,0.004843553,0.164,0.11996,-6.50E-05
20140711,0.004843553,0.164,0.653549,0.000463
20140711,0.004843553,0.08,0.684248,0.002725
20140711,0.004843553,0.644,0.877636,-0.003521
20140711,0.004843553,3.552,0.7354,0.000296
20140711,0.004843553,3.552,0.760342,0.000158
20140711,0.004843553,0.22,0.053144,-0.00213
20140711,0.004843553,1.412,0.661539,-0.001295
20140711,0.004843553,2.208,0.773176,0.000612
20140711,0.004843553,0.22,0.875716,0.000235
20140711,0.004843553,1.368,0.502349,-0.000701
20140711,0.004843553,1.004,0.916655,-0.004176
20140711,0.004843553,2.824,0.255396,-5.30E-05
20140711,0.004843553,2.208,0.890461,-0.003084
20140711,0.004843553,0.192,0.1234,-0.000462
20140711,0.004843553,0.28,0.93249,-0.004609
20140711,0.004843553,0.192,0.900636,-0.001938
20140711,0.004843553,0.22,0.330137,-0.000588
20140711,0.004843553,0.192,0.728659,-0.000612
20140711,0.004843553,2.824,0.061305,-0.000572
20140711,0.004843553,0.392,0.914716,-0.00216
20140711,0.004843553,0.32,0.817478,-0.001494
20140711,0.004843553,0.192,0.744393,-0.000231
20140711,0.004843553,2.824,0.830249,-0.00318
20140711,0.004843553,0.164,0.335079,0.000355
20140711,0.004843553,1.412,0.084387,-0.000627
20140711,0.004843553,1.412,0.886808,-0.002279
20140711,0.004843553,0.392,0.872596,-0.002614
20140711,0.004843553,0.556,0.588019,-0.001007
20140711,0.004843553,0.164,0.824667,-0.000152
20140711,0.004843553,1.368,0.831917,-0.000749
20140711,0.004843553,0.14,0.8964,-0.002051
20140711,0.004843553,0.688,0.868804,-0.002675
20140711,0.004843553,0.444,0.662943,-0.000867
20140711,0.004843553,3.552,0.938025,0.000304
20140714,-0.001932096,0.208,0.833011,0.006102
20140714,-0.001932096,0.128,0.298228,0.001403
20140714,-0.001932096,0.632,0.776361,0.00601
20140714,-0.001932096,0.308,0.896783,0.007957
20140714,-0.001932096,2.088,0.419446,0.001558
20140714,-0.001932096,2.196,0.808366,0.002008
20140714,-0.001932096,0.18,0.550085,0.003498
20140714,-0.001932096,0.208,0.317187,0.001961
20140714,-0.001932096,0.096,0.364886,0.003855
20140714,-0.001932096,3.54,0.919141,0.001713
20140714,-0.001932096,0.208,0.634947,0.003792
20140714,-0.001932096,0.152,0.320423,0.002223
20140714,-0.001932096,0.632,0.940153,0.010005
20140714,-0.001932096,0.308,0.650941,0.002806
20140714,-0.001932096,0.796,0.920634,0.003314
20140714,-0.001932096,2.812,0.176991,-0.000221
20140714,-0.001932096,1.036,0.920983,0.00969
20140714,-0.001932096,0.796,0.190794,0.000477
20140714,-0.001932096,0.208,0.543732,0.002956
20140714,-0.001932096,0.152,0.815035,0.005691
20140714,-0.001932096,3.54,0.685604,-0.000703
20140714,-0.001932096,0.38,0.684632,0.002404
20140714,-0.001932096,0.096,0.937651,0.019911
20140714,-0.001932096,0.152,0.931344,0.013918
20140714,-0.001932096,0.152,0.885719,0.010037
20140714,-0.001932096,0.208,0.347012,0.002155
20140714,-0.001932096,0.544,0.179049,0.000972
20140714,-0.001932096,0.208,0.75421,0.004826
20140714,-0.001932096,1.356,0.91481,0.003026
20140714,-0.001932096,0.38,0.760281,0.003759
20140714,-0.001932096,3.54,0.874664,0.002331
20140714,-0.001932096,0.152,0.662526,0.004488
20140714,-0.001932096,0.18,0.939645,0.022946
20140714,-0.001932096,1.036,0.844531,0.003805
20140714,-0.001932096,1.4,0.909272,0.000151
20140714,-0.001932096,0.38,0.922766,0.008113
20140714,-0.001932096,0.208,0.768057,0.005389
20140714,-0.001932096,0.744,0.850684,0.003739
20140714,-0.001932096,0.632,0.906086,0.006995
20140714,-0.001932096,3.54,0.429328,-0.001437
20140714,-0.001932096,0.796,0.739085,0.002299
20140714,-0.001932096,2.196,0.508172,-0.000297
20140714,-0.001932096,1.4,0.16983,0.000397
20140714,-0.001932096,0.268,0.512614,0.001163
20140714,-0.001932096,0.208,0.940742,0.013994
20140714,-0.001932096,0.268,0.7633,0.004472
20140714,-0.001932096,2.088,0.838744,0.001851
20140714,-0.001932096,0.068,0.636499,0.007051
20140714,-0.001932096,1.4,0.826017,0.008107
20140714,-0.001932096,0.544,0.482695,0.001587
20140714,-0.001932096,2.812,0.507479,-0.000584
20140714,-0.001932096,0.676,0.645354,0.001899
20140714,-0.001932096,0.308,0.89178,0.007057
20140714,-0.001932096,2.088,0.496703,0.001387
20140714,-0.001932096,0.096,0.73195,0.007094
20140714,-0.001932096,0.308,0.877428,0.007022
20140714,-0.001932096,0.432,0.398866,0.001463
20140714,-0.001932096,0.18,0.600918,0.003193
20140714,-0.001932096,0.128,0.749106,0.005698
20140714,-0.001932096,1.4,0.584829,0.0012
20140714,-0.001932096,0.18,0.10813,0.000855
20140714,-0.001932096,2.196,0.920365,0.003064
20140714,-0.001932096,0.208,0.377214,0.002353
20140714,-0.001932096,1.4,0.943259,0.006061
20140714,-0.001932096,0.208,0.464509,0.002583
20140714,-0.001932096,0.208,0.920796,0.010186
20140714,-0.001932096,3.54,0.897481,0.00159
20140714,-0.001932096,3.54,0.853723,0.002016
20140714,-0.001932096,0.38,0.947636,0.008918
20140714,-0.001932096,0.096,0.875775,0.013264
20140714,-0.001932096,3.54,0.810233,0.00159
20140714,-0.001932096,0.068,0.947432,0.02889
20140714,-0.001932096,2.196,0.909125,0.001705
20140714,-0.001932096,0.432,0.631129,0.002214
20140714,-0.001932096,0.38,0.786727,0.00398
20140714,-0.001932096,0.308,0.061247,-9.00E-05
20140714,-0.001932096,0.18,0.867557,0.007691
20140714,-0.001932096,0.152,0.068357,0.001084
20140714,-0.001932096,0.308,0.548031,0.002526
20140714,-0.001932096,3.54,0.741212,-0.002949
20140714,-0.001932096,0.38,0.750553,0.003419
20140714,-0.001932096,0.18,0.820796,0.006642
20140714,-0.001932096,0.096,0.928102,0.017254
20140714,-0.001932096,2.088,0.060939,-8.10E-05
20140714,-0.001932096,1.4,0.646298,0.001442
20140714,-0.001932096,0.208,0.725177,0.004752
20140714,-0.001932096,0.152,0.705248,0.004767
20140714,-0.001932096,0.308,0.922631,0.008195
20140714,-0.001932096,2.812,0.361512,-0.00075
20140714,-0.001932096,1.356,0.808622,0.001508
